LIA_NUM,DATE,APE_SICORE,LIB_SICORE,EVT_SICORE,AUTO,NAT_SICORE,SURF
J00010051845,2022-04-14 19:32:51,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010102655,2022-05-03 19:35:59,8211Z,ASSISTANTE ADMINISTRATIVE INDEPENDANTE,01P,M,99,
J00010051985,2022-04-14 19:33:24,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010052785,2022-04-14 19:33:59,7022Z,CONSEILS POUR LES AFFAIRES,01P,X,,
J00010052975,2022-04-14 19:34:06,5610C,FABRICATION ET VENTE DE PIZZAS A EMPORTER,01P,M,04,
J00010053015,2022-04-14 19:34:08,4725Z,VENTE DE VINS ET PRODUITS REGIONAUX,01P,C,10,
J00010079515,2022-05-03 19:36:26,4791B,VENTE DE PIERRES PRECIEUSES ET SEMI PRECIEUSES,01P,C,99,
J00010100055,2022-05-03 19:34:21,8219Z,SOUTIEN DE BUREAU  SECRETARIAT,01P,M,99,
J00010018075,2022-05-03 19:36:45,4791A,VENTE A DISTANCE DE PRODUITS TROPICAUX  BEURRE DE KARITE  POUDRE DE BAOBAB  SEMOULE DE MANIOC  SUR LES PLACES DE MARCHE AMAZON FBA ,01P,C,99,
J00010102085,2022-05-03 19:34:34,6831Z,4619B  AUTRES INTERMEDIAIRES DU COMMERCES EN PRODUIT DERIVES   AGENT COMMERCIAL MANDATAIRE  INDEPENDANT EN IMMOBILIER ,05P,R,,
J00010102135,2022-05-03 19:34:35,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010102325,2022-05-03 19:34:50,9609Z,ACTIVITE DE SERVICES DIVERS,01P,X,,
J00010103265,2022-05-03 19:36:48,7732Z,LOCATIONS D ECHAFFAUDAGES,01M,C,99,
J00010103315,2022-05-03 19:36:54,8129A,DERATISATION DESINFECTION DESINSECTISATION,01P,X,,
J00010045565,2022-04-22 19:34:22,7430Z,TRADUCTION ANGLAIS FRANCAIS,01P,X,,
J00010085595,2022-04-28 13:10:09,5920Z,ENREGISTREMENT SONORE ET EDITION MUSICALE SOUS TOUTES SES FORMES  VENTE EN LIGNE ET PAR CORRESPONDANCE  APE 5920Z   SOUS CODE 49 99 ET 49 91,01P,C,04,
J00010058485,2022-04-18 03:31:33,5610C,LIVRAISON DE REPAS A DOMICILE EN VELO,01P,C,99,
J00010058535,2022-04-18 03:31:42,5320Z,LIVRAISON DE REPAS A DOMICILE A VELO,01P,C,99,
J00010071165,2022-04-25 11:17:11,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010052355,2022-04-22 16:12:32,9602B,ESTHETIQUE   SOIN CORPS   SOIN VISAGE   MANUCURE   EPILATION   CILS,,M,99,
J00010060135,2022-04-19 19:34:23,5320Z,LIVREUR,01P,C,99,
J00010065225,2022-04-21 03:43:52,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010065175,2022-04-21 03:44:06,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010060895,2022-04-19 19:35:38,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010060945,2022-04-19 19:35:41,7320Z,ETUDES DE MARCHE SONDAGES,01P,X,,
J00010061075,2022-04-19 19:35:53,8690D,INFIRMIERE,01P,L,,
J00010095255,2022-04-30 19:31:39,5320Z,LIVRAISONS REPAS,01P,C,99,
J00010070985,2022-04-22 19:33:12,8211Z,GESTION ADMINISTRATIVE,05P,M,99,
J00010064285,2022-04-21 09:28:17,9003B,ARTISTE COMPOSITEUR DE MUSIQUE,05P,X,,
J00010129765,2022-05-10 11:31:32,4791B,VENTE DE VETEMENTS DE DIFFERENTES TAILLES  D ACCESSOIRES  DE SACS  DE BIJOUX  DE CHAUSSURES ET DES PRODUITS D ONGLERIE EN LIGNE ,01P,C,99,
J00010095925,2022-05-05 11:33:15,7022Z,CONSULTING   PRODUCT MANAGEMENT    PRODUCT DEVELOPMENT   PRODUCT STRATEGY,01P,X,,
J00010161115,2022-05-17 19:36:18,5320Z,LIVRAISON DE COMMANDE DE NOURRITURE POUR DES PARTICULIERS ,01P,C,99,
J00010167195,2022-05-19 04:23:51,8121Z,HOMMES TOUTES MAINS  PRESTATIONS DEFINIES PAR LE DECRET N 2005 1698 DU 29 DECEMBRE 2005 ,01P,M,04,
J00010107985,2022-05-05 19:49:35,5621Z,CUISINE A DOMICILE NE NECESSITANT PAS L ACHAT DE DENREES OU AUTRES MATERIELS,01P,M,04,
J00010110765,2022-05-05 19:49:48,9602B,PROTHESISTE ONGULAIRE,01P,M,99,
J00010110815,2022-05-05 19:49:52,9609Z,ORGANISATION D EVENEMENT  MARIAGE,01P,C,99,
J00010176055,2022-05-22 03:47:00,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010176105,2022-05-22 03:47:03,7022Z,CONSEIL AUX ENTREPRISES,05P,X,,
J00010144855,2022-05-13 04:03:14,7410Z,ACTIVITE DE GRAPHISTE ET CONCEPTION DE DIVERS SUPPORT,01P,X,,
J00010169035,2022-05-19 03:41:16,8121Z,LES  TRAVAUX DE FINITION   ME PERMETTRAIENT DE REALISER DES REPARATIONS ET DE LA RENOVATION DE SALE DE BAIN  CUISINE  CHAMBRE ,01P,M,14,
J00010110955,2022-05-05 19:49:55,8299Z,SERVICES,01P,X,,
J00010111045,2022-05-05 19:50:01,7021Z,CONSEIL EN STRATEGIE DIGITALE ET UX UI DESIGN,01P,X,,
J00010112845,2022-05-05 19:58:40,4932Z,CONDUCTEUR TAXI,01P,M,99,
J00010112985,2022-05-05 19:58:49,9609Z,S OCCUPER DES INTERETS PROFESSIONNELS D UN OU PLUSIEURS ARTISTES ET LES REPRESENTER,01P,X,,
J00010130755,2022-05-11 10:22:08,7022Z,CONSEIL EN RESSOURCES HUMAINES,01P,X,,
J00010132785,2022-05-11 10:52:52,7420Z,PHOTOS   VIDEOS   PHOTOGRAMMETRIE 3D,05P,M,99,
J00010156875,2022-05-17 03:35:19,1812Z,IMPRESSION ET DECOUPE DE MATIERE DIVERSE TYPE PAPIER CARTON VINYLE,01P,C,99,
J00010154185,2022-05-17 03:35:22,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010145035,2022-05-13 04:03:28,7022Z,CONSULTANT ET FORMATEUR   GESTION D ENTREPRISE  MANAGEMENT  COMMERCIAL ET MARKETING,01P,C,99,
J00010122075,2022-05-09 09:15:39,8551Z,STAGE D ENSEIGNEMENT SPORTIFS  ARTS MARTIAUX   KARATE  SELF DEFENSE ,01P,X,,
J00010152585,2022-05-15 19:31:38,8121Z,NETTOYAGE BUREAUX ET VITRES,01P,M,99,
J00010162345,2022-05-18 04:19:05,6201Z,REFONTE GRAPHIQUE DE SITES INTERNET  CREATION DE LOGOS,01P,X,,
J00010123925,2022-05-09 11:33:26,3811Z,VIDE MAISON ET VENTE D OBJETS DIVERS,01P,C,99,
J00010153625,2022-05-16 19:37:19,6201Z,REALISATION DE SITE WEB FULL STACK,01P,M,04,
J00010124485,2022-05-09 19:35:19,8230Z,PRESTATION DE SERVICE EN TANT QUE CHARGEE DE PRODUCTION ET LOGISTIQUE DANS LE DOMAINE DE L  EVENEMENTIEL,01P,C,99,
J00010154755,2022-05-16 19:38:55,5912Z,MONTAGE VIDEO EN FREELANCE,01P,C,04,
J00010117125,2022-05-09 16:38:15,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010119725,2022-05-07 04:11:54,3312Z,REPARATION  ENTRETIENT ET DE LA MAINTENANCE SUR LES MACHINES DE CONSTRUCTION  AGRICOLE OU DE MANUTENTION,01P,M,99,
J00010141935,2022-05-12 19:38:08,8121Z,HOMMES TOUTES MAINS  PRESTATIONS DEFINIES PAR LE DECRET N 2005 1698 DU 29 DECEMBRE 2005 ,01P,M,04,
J00010162105,2022-05-17 19:37:20,1392Z,CREATION  FABRICATION ET VENTE D ARTICLES EN MATIERE TEXTILE,01P,M,04,
J00010172625,2022-05-20 03:41:43,4765Z,VENTE ET LOCATION DE JEUX DE SOCIETE,01P,C,10,
J00010155075,2022-05-16 19:39:35,4321A,TECHNICIEN RESEAUX FIBRE OPTIQUE INSTALLATEUR TRAVAUX D INSTALLATION ELECTRIQUE DANS TOUS LOCAUX  4321A ,01P,M,14,
J00010108645,2022-05-05 03:59:27,8219Z,SECRETARIAT DIVERS  REDACTION ET RELANCE DES COURRIERS  ELABORATION DES DEVIS ET FACTURES  MISE EN PAGE ET MISE A JOUR DE DOCUMENTS DIVERS,05P,M,99,
J00010142255,2022-05-12 19:38:32,9002Z,MANAGER ARTISTIQUE   PROMOTION DES ARTISTES  GESTION ADMINISTRATIVE DES DOSSIERS DES ARTISTES SUIVIS  GESTION DE PLANNING  CONSEILS,01P,X,,
J00010156065,2022-05-16 19:35:16,5621Z,TRAITEUR TRAITEUR SUR LES MARCHE TRAITEUR A DOMICILE,01P,C,99,
J00010136455,2022-05-11 19:33:26,4791A,VENTE D ARTICLES CULTURELS  HIGH TECH  LOISIR  TEXTILES  BRICOLAGE  BAZARD  NEUFS ET D OCCASION EN LIGNE ,05P,C,99,
J00010137305,2022-05-11 19:34:15,8121Z,PETITS TRAVAUX EXTERIEURS ET INTERIEURS DES BATIMENTS ET CHANTIERS  DIVERS OPERATIONS DE BRICOLAGE EXTERIEURS ET INTERIEURS ,01P,M,99,
J00010165785,2022-05-19 04:22:07,7430Z,TRADUCTION EN LSF,01P,C,99,
J00010111425,2022-05-05 19:52:05,7990Z,GUIDE TOURISTIQUE,05P,X,,
J00010111615,2022-05-05 19:52:11,8690F,KINESIOLOGIE,05P,X,,
J00010111565,2022-05-05 19:52:13,9602B,PROTHESIE ONGULAIRE,01P,M,99,
J00010143345,2022-05-12 19:40:13,6201Z,DEVELOPPEUR  CONCEPTION DE SITE WEB  PROGRAMMATION INFORMATIQUE  ETC  ,01P,X,,
J00010142925,2022-05-12 19:39:24,5320Z,LIVREUR UBER EATS   LIVRAISON DE REPAS A VELO DE POUR L ENTREPRISE UBER EATS ,01P,C,99,
J00010168805,2022-05-19 03:40:57,9511Z,95 11Z   REPARATION D ORDINATEURS ET D EQUIPEMENTS PERIPHERIQUES,01P,M,99,
J00010168045,2022-05-19 04:24:49,6201Z,AGENCE WEB  CONCEPTION DE SITE WEB  GESTION DE LA COMMUNICATION ET RESEAUX SOCIAUX  ETC  ,01P,X,,
J00010180495,2022-05-22 03:31:38,8121Z,ENTRETIEN COURANT D IMMEUBLES,01P,M,99,
J00010180685,2022-05-22 03:31:58,4771Z,COMMERCE DE DETAIL D HABILLEMENT,05P,C,99,
J00010111755,2022-05-05 19:52:23,4642Z,ACHAT   REVENTE DE VETEMENT ET ACCESSOIRE EN LIGNE,05P,C,99,
J00010161545,2022-05-17 19:36:38,7022Z,CONSULTING  PRESTATION DE SERVICES  ENSEIGNEMENT  FORMATION,01P,X,,
J00010126225,2022-05-17 03:37:07,4399C,ACTIVITES DE RESTAURATION ET DE MAINTENANCE DE BATIMENTS EN BOIS OU BETON  CONSTRUCTION ANCIENNE ET RECENTE  TOUS TYPES DE TRAVAUX DE RENO,01P,M,14,
J00010144715,2022-05-13 04:00:41,8121Z,MENAGE  FAIRE LES ACHATS DE LA VIE QUOTIDIENNE  LECTURE  JEUX LUDIQUES  PREPARER LES REPAS  ENTRETIEN DES ESPACES VERTS,01P,X,,
J00010085215,2022-05-05 11:32:26,5911A,REALISATION DE CONTENUS AUDIOVISUELS,01P,X,,
J00010157915,2022-05-17 08:55:38,9525Z,HORLOGERIE LIONEL REPARATION ET AUTHENTIFICATION ROLEX,01P,X,,
J00010165975,2022-05-19 04:22:33,6209Z,ASSISTANCE   FORMATION EN BUREAUTIQUE INFORMATIQUE   AIDE A L UTILISATION DES OUTILS INFORMATIQUES  ORDINATEUR  SMARTPHONE  TABLETTE       ,01P,X,,
J00010166155,2022-05-19 04:22:36,8219Z,PRESTATIONS SERVICES ACCOMPAGNEMENT ADMINISTRATIF  FORMATIONS MONTEE COMPETENCES GESTION D ENTREPRISE  ET PREST EN CCE ALIMENTAIRES,05P,X,,
J00010132835,2022-05-17 03:37:23,8121Z,HOMME TOUTES MAINS,01P,M,99,
J00010143055,2022-05-17 03:37:25,8121Z,ACTIVITE DE NETTOYAGE ET D ENTRETIEN,01P,M,99,
J00010157485,2022-05-17 03:37:33,4332A,AMENAGEMENT EN BOIS INTERIEURS  EXTERIEURS  CREATION DE TABLES  PLAN DE TRAVAIL,01P,M,14,
J00010179885,2022-05-22 03:35:44,4791B,VENTE EN LIGNE D OBJETS DE DECORATION CREES A LA MAIN ,05P,C,99,
J00010179935,2022-05-22 03:35:47,7022Z,CONSULTANT POUR ENTREPRISES ET SOCIETES PRIVEES EXERCANT UNE ACTIVITE MEDICALE,05P,X,,
J00010127215,2022-05-10 04:22:25,8211Z,SERVICES ADMINISTRATIFS ET ORGANISATION,01P,X,,
J00010122455,2022-05-08 19:31:31,4638B,ACHAT REVENTE D ALIMENTATION POUR CHIENS ET CHATS,01P,C,09,
J00010157535,2022-05-17 03:37:39,4791A,BOUTIQUE INTERNET,05P,C,99,
J00010157675,2022-05-17 03:37:45,8121Z,TRAVEAUX DE BRICOLAGE,01P,M,14,
J00010146835,2022-05-13 19:34:57,9329Z,REALISATION DE PRESTATIONS DE DISC JOCKEY LORS D EVENEMENTS  SOIREES  ANNIVERSAIRES  MARIAGES  ETC   AVEC SONO  LUMIERES  ETC,01P,X,,
J00010141315,2022-05-17 11:42:47,6820A,UNE LOCATION DE MEUBLE NON PROFESSIONNEL,54P,I,,
J00010180115,2022-05-22 03:35:54,6619B,COURTIER EN OPERATIONS DE BANQUE,01P,C,99,
J00010180255,2022-05-22 03:36:00,8121Z,NETTOYAGE COURANT DES BATIMENTS,05P,M,99,
J00010171395,2022-05-20 04:21:19,7990Z,CONSEILLER VOYAGES,01P,C,99,
J00010110195,2022-05-05 11:31:59,5320Z,LIVRAISON REPAS A DOMICILE,01P,C,99,
J00010105955,2022-05-04 19:32:49,8220Z,CONSEIL ET ASSISTANCE PAR TELEPHONNE,01P,C,99,
J00010103695,2022-05-04 10:14:15,6820A,LOCATION MEUBLEE NON PROFESSIONNELLE,54P,I,,
J00010107795,2022-05-04 19:35:18,8121Z,DIAMONET  SPECIALISE DANS LA PROPRETE  NETTOYAGE ET ENTRETIEN DES LOCAUX  BUREAUX  IMMEUBLES  COMMERCE  MAISON  ,01P,M,99,
J00010092625,2022-05-05 11:32:09,8230Z,EVENEMENTIEL,01P,X,,
J00010083855,2022-05-05 11:32:15,4939B,CHAUFFEUR D AUTOCAR SANS POSSESSION D AUTOCAR  PRESTATION DE CONDUITE UNIQUEMENT ,05P,C,99,
J00010084085,2022-05-05 11:32:18,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010110385,2022-05-05 19:47:37,7490B,CONSEIL EN SECURITE DES INSTALLATIONS ELECTRIQUES,01P,X,,
J00010111805,2022-05-05 19:55:19,4791A,VENTE DE VETEMENTS  ACCESSOIRES  CHAUSSURES EN E COMMERCE VOIR PAR LA SUITE LE DEVELOPPEMENT DE CELLE CI,01P,C,16,
J00010139145,2022-05-12 03:38:19,4942Z,SERVICES DE DEMONTAGE  MONTAGE  DEPLACEMENT ET DEBARRAS DE BIENS MOBILIERS ,01P,M,99,
J00010087195,2022-05-05 11:32:29,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010087385,2022-05-05 11:32:33,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010087575,2022-05-05 11:32:34,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010087765,2022-05-05 11:32:37,4399C,BATIMENT SPECIALISE EN PEINTURE ET BRICOLAGE,01P,M,14,
J00010112175,2022-05-05 19:55:29,4674B,NEGOCE DE MATERIELS DE CHAUFFAGE  EN PARTICULIER DES POELES A GRANULES AUPRES DES PARTICULIERS   INSTALLATION DU MATERIEL EN SOUS TRAITANCE,01M,C,09,
J00010112415,2022-05-05 19:55:31,5320Z,JE SOUHAITE FAIRE DE LA LIVRAISON DE REPAS A DOMICILE,01P,C,99,
J00010112365,2022-05-05 19:55:33,6622Z,MANDATAIRE D INTERMEDIAIRE D ASSURANCE,01P,R,,
J00010168375,2022-05-19 03:35:25,8551Z,COACH SPORTIF AQUATIQUE MAITRE   NAGEUR   SAUVETEUR ,01P,X,,
J00010127975,2022-05-10 19:35:48,6820A,LOUEUR MEUBLE NON PROFESSIONNEL DE STUDIO ET CHAMBRE,01P,I,,
J00010135945,2022-05-12 10:46:28,6201Z,CREATION DE SITE INTERNET ET MARKETING COMMERCIAL,01P,C,99,
J00010106235,2022-05-04 19:33:33,7022Z,LE CONSEIL  L ACCOMPAGNEMENT D ENTREPRISE  LA FORMATION,01M,C,99,
J00010180305,2022-05-22 03:36:07,8219Z,SERVICES AUX ENTREPRISES ET AUX PARTICULIERS,01P,C,99,
J00010165595,2022-05-19 04:21:55,8121Z,HOMME TOUTES MAINS   TRAVAUX DE JARDINAGE  ENTRETIEN MOBILIER ET IMMOBILIER  BRICOLAGE TRAVAUX DE MAINTENANCE  COURSES DIVERSES,01P,X,,
J00010088185,2022-05-05 11:32:41,5320Z,IIVREUR,01P,X,,
J00010088425,2022-05-05 11:32:44,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010088615,2022-05-05 11:32:48,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010088805,2022-05-05 11:32:49,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010089225,2022-05-05 11:32:52,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010089415,2022-05-05 11:32:54,9003A,DESSINATEUR,01P,X,,
J00010097525,2022-05-09 11:33:32,6622Z,MANDATAIRE INTERMEDIAIRE EN ASSURANCE,01P,R,,
J00010144335,2022-05-13 04:00:03,4791B,VENTE D ACCESSOIRES MODE ET DECORATION DE LA MAISON ,01P,C,99,
J00010107225,2022-05-05 11:25:20,7490B,CONSULTANT   FORMATION EN AMENAGEMENT ET STRATEGIE TERRITORIALE   DIAGNOSTIC   ANALYSES DES BESOINS   AIDE A LA DECISION ,05P,X,,
J00010154375,2022-05-16 19:34:24,8220Z,TELECONSEILLERE TELEPROSPECTION ET SECRETARIAT A DISTANCE,01P,M,99,
J00010132215,2022-05-10 19:35:30,5920Z,PRODUCTION MUSICALE,05P,C,04,
J00010089795,2022-05-05 11:32:59,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010090025,2022-05-05 11:33:09,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010133155,2022-05-10 19:36:41,9609Z,CONSEILLES ET BILANS EN COMPORTEMENT ANIMAL ET HUMAIN  EDUCATION CANINE  CONFERENCES ET STAGES,01P,M,99,
J00010119295,2022-05-19 11:19:24,6831Z,NEGOCIATEUR IMMOBILIER,05P,R,,
J00010121135,2022-05-09 11:33:17,4779Z,VENTE ARTICLES TEXTILES ET ACCESSOIRES  DE SECONDE MAIN,01P,C,99,
J00010159465,2022-05-17 19:34:10,7420Z,PHOTOGRAPHIE EVENEMENTS  MARIAGE  COUPLE GROSSESSE,01P,X,,
J00010091965,2022-05-05 11:33:11,9601B,NETTOYAGE DE MEUBLES REMBOURRES  TAPIS  MOQUETTES  MATELAS ET SIEGES AUTOMOBILE,01P,M,99,
J00010097715,2022-05-05 11:33:16,9001Z,GUIDE CONFERENCIERE,05P,X,,
J00010142065,2022-05-13 19:36:52,7021Z,CONSEIL EN COMMUNICATION ET RELATIONS PUBLIQUES POUR LES ENTREPRISES 7021Z,01P,X,,
J00010160695,2022-05-17 19:35:36,7021Z,DESIGN COMPORTEMENTAL ET NUDGE  CONSEIL EN RELATIONS PUBLIQUES ET COMMUNICATION ,01P,X,,
J00010170645,2022-05-20 04:20:43,1413Z,COUTURE  RETOUCHES  CREATION DE CROQUIS  PLANS  DECORATION,01P,M,04,
J00010113785,2022-05-06 03:59:05,6831Z,AGENT COMMERCIAL IMMOBILIER INDEPENDANT,01P,R,,
J00010151645,2022-05-14 19:31:28,4648Z,ACHAT   REVENTE DE MONTRES,05P,C,99,
J00010151785,2022-05-14 19:31:37,8121Z,PETITS TRAVAUX   ENTRETIEN EXTERIEURS ET INTERIEURS,01P,M,99,
J00010151835,2022-05-14 19:31:44,6820A,LOUEUR EN MEUBLE NON PROFESSIONNEL,01P,I,,
J00010128015,2022-05-14 19:31:54,9499Z,MEDIATION CULTURELLE,01P,X,,
J00010162725,2022-05-18 04:23:29,4721Z,VENTE DE FRUITS ET LEGUMES DANS UN STAND DE VENTE SAISONNIERE  ETE  ,01P,C,10,
J00010089555,2022-05-12 19:37:58,5911A,SERVICES DE REALISATION DE CONTENUS AUDIOVISUELS SUR COMMANDE ET D ORGANISATION DE TOURNAGES,01P,X,,
J00010029155,2022-05-10 04:26:48,4759B,REALISATION ET VENTE DE TABLEAUX ET OBJETS DE DECORATION ,01P,C,99,
J00010161495,2022-05-17 19:36:36,3109B,CREATION EN RESINE EPOXY,01P,M,04,
J00010113835,2022-05-06 04:02:42,9602B,ESTHETICIENNE  PROTHESISTE ONGULAIRE ET MAQUILLEUSE,01P,M,99,
J00010133965,2022-05-11 03:46:00,4213B,DEVELOPPEMENT ET COMMERCIALISATION DU TUNNEL ECO URBAIN,01P,X,,
J00010152015,2022-05-14 19:31:59,9609Z,PROMENADE  EDUCATION ET COMPORTEMENTALISME CHIENS ET CHATS ,01P,M,99,
J00010171015,2022-05-20 04:21:03,6201Z,L ACTIVITE QUE JE SOUHAITE PRATIQUE CONSISTE A CREE DES SITES INTERNET ET FAIRE DU MARKETING DIGITAL ,05P,X,,
J00010171155,2022-05-20 04:21:13,7490B,REALISATION DE PLANS DE COFFRAGE ET D ARMATURES EN 2D 3D,01P,L,,
J00010040335,2022-05-09 19:35:13,7021Z,CONSEIL ET DEVELOPPEMENT EN TECHNOLOGIES DE L INFORMATION ET DE LA COMMUNICATION,01P,X,,
J00010171635,2022-05-20 04:21:29,7410Z,DESIGNER SANS DROIT D AUTEUR,01P,X,,
J00010155455,2022-05-16 19:39:56,2229B,CREATIONS D OBJETS DIVERS EN RESINE ET PLATRE,01P,M,04,
J00010154045,2022-05-16 19:37:46,5320Z,SERVICES DE COURSIERS UBRAINS POUR LE COMPTE DE L ASSOCIATION LINKEE,01P,C,99,
J00010131365,2022-05-10 19:34:42,1039B,TRANSFORMATION D AMANDES BIO EN AMANDES GRILLEES SUCREES OU SALEES POUR COLLATION,01P,M,04,
J00010123065,2022-05-16 11:32:25,1413Z,CREATION ET VENTE DE VETEMENTS SUR UN SITE DE E COMMERCE  FABRICATION ET LIVRAISON DELEGUE A UN SITE DE PRINT ON DEMAND ,01P,C,99,
J00010111185,2022-05-06 03:58:24,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010113405,2022-05-06 03:58:24,4333Z,REVETEMENT SOLS ET MURS,01P,M,14,
J00010135705,2022-05-11 15:36:37,0119Z,AUTRES CULTURES NON PERMANENTES,01P,A,,
J00010171775,2022-05-20 04:21:44,8622C,PEDIATRE,01P,L,,
J00010171965,2022-05-20 04:21:51,9609Z,PIERCEUR   PERCER LA PEAU POUR Y FIXER DES BIJOUX    VENTE DE BIJOUX FANTAISIE  PIERCINGS  PRODUITS DE SOINS  ,01P,X,,
J00010161305,2022-05-20 16:10:04,7022Z,ACTIVITE DE CONSEIL ET MISE EN RELATION,54P,C,99,
J00010108355,2022-05-05 03:59:16,4932Z,CHAUFFEUR VTC  LOCATION DE VOITURES AVEC CHAUFFEUR  TOUR PRIVEE ,01P,M,99,
J00010135515,2022-05-11 11:36:30,4781Z,ACHAT VENTE AMBULANTE DE PRODUITS D EPICERIE  DE PRODUITS ALIMENTAIRES  VINS ET BIERES ,05P,C,16,
J00010159705,2022-05-18 11:17:07,5610C,VENTE DE GLACES ET BOISSONS NON ALCOOLISES,05P,C,99,
J00010111375,2022-05-06 03:58:30,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010112035,2022-05-06 03:58:35,7022Z,CONSEIL AUX ENTREPRISES,01P,X,,
J00010113595,2022-05-06 03:58:50,0149Z,ELEVAGE D AUTRES ANIMAUX,01P,A,,
J00010113645,2022-05-06 03:58:55,9329Z,CREATION ET LOCATION DE JEUX GRANDEUR NATURE POUR DECOUVRIR LE PATRIMOINE ,01P,C,99,
J00010138295,2022-05-11 19:35:17,6202A,CONSULTANT EN QUALITE LOGICIEL,01P,X,,
J00010139715,2022-05-12 03:44:04,2599B,CHAUDRONNERIE  MECANIQUE  CONCEPTION,01P,M,04,
J00010172435,2022-05-20 04:22:04,7410Z,CONCEPTION ET REALISATION GRAPHIQUE DE SUPPORTS DE COMMUNICATION ,01P,C,99,
J00010154805,2022-05-16 19:39:26,8130Z,JARDINAGE CHEZ DES PARTICULIERS ,01P,C,,
J00010029445,2022-05-10 04:22:18,7022Z,ASSISTANCE AUX ENTREPRENEURS,01P,M,99,
J00010130375,2022-05-10 19:33:25,4511Z,EXPERTISE AUTOMOBILE OCCASION,01P,X,,
J00010122745,2022-05-08 19:31:37,9609Z,PENSION FAMILIALE DE CHIENS  10 CHIENS  CHATS A DOMICILE,05P,M,99,
J00010092765,2022-05-11 19:34:31,9329Z,STAGES DE DECOUVERTE DE LA NATURE PAR L INTERMEDIAIRE DE LA PHOTOGRAPHIE,01P,X,,
J00010123685,2022-05-10 04:26:55,4791A,VENTE D OBJET TENDANCE SUR UNE BOUTIQUE E COMMERCE,01P,C,99,
J00010182095,2022-05-23 03:36:23,5224B,MANUTENTION D OBJETS ET DE MEUBLES,01P,M,99,
J00010095735,2022-05-23 03:36:30,9609Z,GESTION DES RESERVATIONS D UN APPARTEMENT EN AIRBNB  COMMUNICATION ET ACCUEIL DES CLIENTS  MENAGE DE L APPARTEMENT  LAVER LE LINGE DE MAISON,01P,X,,
J00010182335,2022-05-23 03:36:41,6820A,LOCATION D UN APPARTEMENT EN LOCATION MEUBLEE,01P,I,,
J00010155885,2022-05-16 19:34:42,8299Z,PROSPECTER  LANCER ET DEVELOPPER L ACTIVITE EXPORT DE SES CLIENTS START UP  TPE ET PME FRANCAISES OU ETRANGERES AGROALIMENTAIRES ,01M,C,99,
J00010105625,2022-05-04 11:31:41,7729Z,ACTIVITE DE PRESTATION DE SERVICE CONCERNANT LA LOCATION DE MATERIEL DE BRICOLAGE ET DE JARDINAGE  AU BENEFICE DES PARTICULIERS,01P,C,99,
J00010118875,2022-05-06 19:33:49,4618Z,AGENT COMMERCIAL EN IMPRIMERIE  PRESSE ET EDITION,01P,R,,
J00010112605,2022-05-06 14:34:36,4391B,CONCEPTION ET ELABORATION DE TOITURE POUR TOUS TYPES DE STRUCTURE  EN BOIS  EN METAL OU EN BETON   CREATION DE STRUCTURES A USAGE AGRICOLE O,54P,M,14,
J00010169415,2022-05-19 03:41:40,4791A,EXPLOITATION DE BOUTIQUE E COMMERCE ET VENTE DE PRODUITS NON REGLEMENTES,01P,C,99,
J00010162675,2022-05-18 04:19:22,8121Z,NETTOYAGE DE TOUS LOCAUX ET PETITS SERVICES DE REPARATIONS ET D ENTRETIEN ,01P,X,,
J00010157865,2022-05-18 04:23:44,7112B,ASSISTANCE A MAITRISE D OUVRAGE  MAITRISE D OEUVRE ET FORMATION SUR DES PROJETS DE BUSINESS INTELLIGENCE ,01P,X,,
J00010148005,2022-05-13 19:34:58,8121Z,ENTRETIEN DE LOCAUX  DES BATIMENTS  D HABITATIONS  ENTRETIEN MENAGER ET POLYVALENT ,05P,X,,
J00010160885,2022-05-17 19:35:48,4789Z,VENTE DE PRODUIT ET ACCESSOIRE ELECTRONIQUE  HIGHT TECH,05P,C,16,
